girder,member_index,member_name,member_key,girder_parameter,scibmad_property,coefficient
GIRDER_4CD,48,DET_X4D,Marker,tilt,y_offset,0.007210626999890065
GIRDER_4CD,48,DET_X4D,Marker,tilt,z_offset,0.0
GIRDER_4CD,48,DET_X4D,Marker,tilt,x_rot,0.03981572059574174
GIRDER_4CD,48,DET_X4D,Marker,tilt,y_rot,0.0
GIRDER_4CD,48,DET_X4D,Marker,tilt,tilt,0.9992070398037849
GIRDER_4CD,50,DET_IX4D,Marker,tilt,x_offset,0.0
GIRDER_4CD,50,DET_IX4D,Marker,tilt,y_offset,0.00402536935223083
GIRDER_4CD,50,DET_IX4D,Marker,tilt,z_offset,0.0
GIRDER_4CD,50,DET_IX4D,Marker,tilt,x_rot,0.03981572059574174
GIRDER_4CD,50,DET_IX4D,Marker,tilt,y_rot,0.0
GIRDER_4CD,50,DET_IX4D,Marker,tilt,tilt,0.9992070398037849
GIRDER_4CD,52,VX4D,Kicker,tilt,x_offset,0.0
GIRDER_4CD,52,VX4D,Kicker,tilt,y_offset,0.001516978954698828
GIRDER_4CD,52,VX4D,Kicker,tilt,z_offset,0.0
GIRDER_4CD,52,VX4D,Kicker,tilt,x_rot,0.03981572059574174
GIRDER_4CD,52,VX4D,Kicker,tilt,y_rot,0.0
GIRDER_4CD,52,VX4D,Kicker,tilt,tilt,0.9992070398037849
GIRDER_4CD,53,GIRDER_4CD_END,Marker,tilt,x_offset,0.0
GIRDER_4CD,53,GIRDER_4CD_END,Marker,tilt,y_offset,1.045556294267027e-15
GIRDER_4CD,53,GIRDER_4CD_END,Marker,tilt,z_offset,0.0
GIRDER_4CD,53,GIRDER_4CD_END,Marker,tilt,x_rot,0.03981572059574174
GIRDER_4CD,53,GIRDER_4CD_END,Marker,tilt,y_rot,0.0
GIRDER_4CD,53,GIRDER_4CD_END,Marker,tilt,tilt,0.9992070398037849
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_offset,x_offset,0.9992150576787483
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_offset,y_offset,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_offset,z_offset,0.03961399381857689
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_offset,x_rot,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_offset,y_rot,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_offset,tilt,0.0
GIRDER_5AB,62,VX5A,Kicker,x_offset,x_offset,0.9992150576787483
GIRDER_5AB,62,VX5A,Kicker,x_offset,y_offset,0.0
GIRDER_5AB,62,VX5A,Kicker,x_offset,z_offset,0.03961399381857689
GIRDER_5AB,62,VX5A,Kicker,x_offset,x_rot,0.0
GIRDER_5AB,62,VX5A,Kicker,x_offset,y_rot,0.0
GIRDER_5AB,62,VX5A,Kicker,x_offset,tilt,0.0
GIRDER_5AB,64,DET_IX5A,Marker,x_offset,x_offset,0.9992150576787483
GIRDER_5AB,64,DET_IX5A,Marker,x_offset,y_offset,0.0
GIRDER_5AB,64,DET_IX5A,Marker,x_offset,z_offset,0.03961399381857689
GIRDER_5AB,64,DET_IX5A,Marker,x_offset,x_rot,0.0
GIRDER_5AB,64,DET_IX5A,Marker,x_offset,y_rot,0.0
GIRDER_5AB,64,DET_IX5A,Marker,x_offset,tilt,0.0
GIRDER_5AB,66,QX5A,Quadrupole,x_offset,x_offset,0.9992150576787483
GIRDER_5AB,66,QX5A,Quadrupole,x_offset,y_offset,0.0
GIRDER_5AB,66,QX5A,Quadrupole,x_offset,z_offset,0.03961399384078135
GIRDER_5AB,66,QX5A,Quadrupole,x_offset,x_rot,0.0
GIRDER_5AB,66,QX5A,Quadrupole,x_offset,y_rot,0.0
GIRDER_5AB,66,QX5A,Quadrupole,x_offset,tilt,0.0
GIRDER_5AB,68,DET_X5A,Marker,x_offset,x_offset,0.9992150576787483
GIRDER_5AB,68,DET_X5A,Marker,x_offset,y_offset,0.0
GIRDER_5AB,68,DET_X5A,Marker,x_offset,z_offset,0.03961399384078135
GIRDER_5AB,68,DET_X5A,Marker,x_offset,x_rot,0.0
GIRDER_5AB,68,DET_X5A,Marker,x_offset,y_rot,0.0
GIRDER_5AB,68,DET_X5A,Marker,x_offset,tilt,0.0
GIRDER_5AB,70,HX5A,Kicker,x_offset,x_offset,0.9992150576787483
GIRDER_5AB,70,HX5A,Kicker,x_offset,y_offset,0.0
GIRDER_5AB,70,HX5A,Kicker,x_offset,z_offset,0.03961399384078135
GIRDER_5AB,70,HX5A,Kicker,x_offset,x_rot,0.0
GIRDER_5AB,70,HX5A,Kicker,x_offset,y_rot,0.0
GIRDER_5AB,70,HX5A,Kicker,x_offset,tilt,0.0
GIRDER_5AB,72,DQX5B,SBend,x_offset,x_offset,0.9999975251182013
GIRDER_5AB,72,DQX5B,SBend,x_offset,y_offset,0.0
GIRDER_5AB,72,DQX5B,SBend,x_offset,z_offset,0.0022248049791340203
GIRDER_5AB,72,DQX5B,SBend,x_offset,x_rot,0.0
GIRDER_5AB,72,DQX5B,SBend,x_offset,y_rot,0.0
GIRDER_5AB,72,DQX5B,SBend,x_offset,tilt,0.0
GIRDER_5AB,74,HX5B,Kicker,x_offset,x_offset,0.9993814323205895
GIRDER_5AB,74,HX5B,Kicker,x_offset,y_offset,0.0
GIRDER_5AB,74,HX5B,Kicker,x_offset,z_offset,-0.03516749540466435
GIRDER_5AB,74,HX5B,Kicker,x_offset,x_rot,0.0
GIRDER_5AB,74,HX5B,Kicker,x_offset,y_rot,0.0
GIRDER_5AB,74,HX5B,Kicker,x_offset,tilt,0.0
GIRDER_5AB,76,DET_X5B,Marker,x_offset,x_offset,0.9993814323205895
GIRDER_5AB,76,DET_X5B,Marker,x_offset,y_offset,0.0
GIRDER_5AB,76,DET_X5B,Marker,x_offset,z_offset,-0.03516749540466435
GIRDER_5AB,76,DET_X5B,Marker,x_offset,x_rot,0.0
GIRDER_5AB,76,DET_X5B,Marker,x_offset,y_rot,0.0
GIRDER_5AB,76,DET_X5B,Marker,x_offset,tilt,0.0
GIRDER_5AB,78,VX5B,Kicker,x_offset,x_offset,0.9993814323205895
GIRDER_5AB,78,VX5B,Kicker,x_offset,y_offset,0.0
GIRDER_5AB,78,VX5B,Kicker,x_offset,z_offset,-0.03516749540466435
GIRDER_5AB,78,VX5B,Kicker,x_offset,x_rot,0.0
GIRDER_5AB,78,VX5B,Kicker,x_offset,y_rot,0.0
GIRDER_5AB,78,VX5B,Kicker,x_offset,tilt,0.0
GIRDER_5AB,80,QX5B,Quadrupole,x_offset,x_offset,0.9993814323205895
GIRDER_5AB,80,QX5B,Quadrupole,x_offset,y_offset,0.0
GIRDER_5AB,80,QX5B,Quadrupole,x_offset,z_offset,-0.03516749540466435
GIRDER_5AB,80,QX5B,Quadrupole,x_offset,x_rot,0.0
GIRDER_5AB,80,QX5B,Quadrupole,x_offset,y_rot,0.0
GIRDER_5AB,80,QX5B,Quadrupole,x_offset,tilt,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_offset,x_offset,0.9993814323205895
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_offset,y_offset,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_offset,z_offset,-0.03516749540466435
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_offset,x_rot,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_offset,y_rot,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_offset,tilt,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_offset,x_offset,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_offset,y_offset,1.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_offset,z_offset,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_offset,x_rot,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_offset,y_rot,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_offset,tilt,0.0
GIRDER_5AB,62,VX5A,Kicker,y_offset,x_offset,0.0
GIRDER_5AB,62,VX5A,Kicker,y_offset,y_offset,1.0
GIRDER_5AB,62,VX5A,Kicker,y_offset,z_offset,0.0
GIRDER_5AB,62,VX5A,Kicker,y_offset,x_rot,0.0
GIRDER_5AB,62,VX5A,Kicker,y_offset,y_rot,0.0
GIRDER_5AB,62,VX5A,Kicker,y_offset,tilt,0.0
GIRDER_5AB,64,DET_IX5A,Marker,y_offset,x_offset,0.0
GIRDER_5AB,64,DET_IX5A,Marker,y_offset,y_offset,1.0
GIRDER_5AB,64,DET_IX5A,Marker,y_offset,z_offset,0.0
GIRDER_5AB,64,DET_IX5A,Marker,y_offset,x_rot,0.0
GIRDER_5AB,64,DET_IX5A,Marker,y_offset,y_rot,0.0
GIRDER_5AB,64,DET_IX5A,Marker,y_offset,tilt,0.0
GIRDER_5AB,66,QX5A,Quadrupole,y_offset,x_offset,0.0
GIRDER_5AB,66,QX5A,Quadrupole,y_offset,y_offset,1.0
GIRDER_5AB,66,QX5A,Quadrupole,y_offset,z_offset,0.0
GIRDER_5AB,66,QX5A,Quadrupole,y_offset,x_rot,0.0
GIRDER_5AB,66,QX5A,Quadrupole,y_offset,y_rot,0.0
GIRDER_5AB,66,QX5A,Quadrupole,y_offset,tilt,0.0
GIRDER_5AB,68,DET_X5A,Marker,y_offset,x_offset,0.0
GIRDER_5AB,68,DET_X5A,Marker,y_offset,y_offset,1.0
GIRDER_5AB,68,DET_X5A,Marker,y_offset,z_offset,0.0
GIRDER_5AB,68,DET_X5A,Marker,y_offset,x_rot,0.0
GIRDER_5AB,68,DET_X5A,Marker,y_offset,y_rot,0.0
GIRDER_5AB,68,DET_X5A,Marker,y_offset,tilt,0.0
GIRDER_5AB,70,HX5A,Kicker,y_offset,x_offset,0.0
GIRDER_5AB,70,HX5A,Kicker,y_offset,y_offset,1.0
GIRDER_5AB,70,HX5A,Kicker,y_offset,z_offset,0.0
GIRDER_5AB,70,HX5A,Kicker,y_offset,x_rot,0.0
GIRDER_5AB,70,HX5A,Kicker,y_offset,y_rot,0.0
GIRDER_5AB,70,HX5A,Kicker,y_offset,tilt,0.0
GIRDER_5AB,72,DQX5B,SBend,y_offset,x_offset,0.0
GIRDER_5AB,72,DQX5B,SBend,y_offset,y_offset,1.0
GIRDER_5AB,72,DQX5B,SBend,y_offset,z_offset,0.0
GIRDER_5AB,72,DQX5B,SBend,y_offset,x_rot,0.0
GIRDER_5AB,72,DQX5B,SBend,y_offset,y_rot,0.0
GIRDER_5AB,72,DQX5B,SBend,y_offset,tilt,0.0
GIRDER_5AB,74,HX5B,Kicker,y_offset,x_offset,0.0
GIRDER_5AB,74,HX5B,Kicker,y_offset,y_offset,1.0
GIRDER_5AB,74,HX5B,Kicker,y_offset,z_offset,0.0
GIRDER_5AB,74,HX5B,Kicker,y_offset,x_rot,0.0
GIRDER_5AB,74,HX5B,Kicker,y_offset,y_rot,0.0
GIRDER_5AB,74,HX5B,Kicker,y_offset,tilt,0.0
GIRDER_5AB,76,DET_X5B,Marker,y_offset,x_offset,0.0
GIRDER_5AB,76,DET_X5B,Marker,y_offset,y_offset,1.0
GIRDER_5AB,76,DET_X5B,Marker,y_offset,z_offset,0.0
GIRDER_5AB,76,DET_X5B,Marker,y_offset,x_rot,0.0
GIRDER_5AB,76,DET_X5B,Marker,y_offset,y_rot,0.0
GIRDER_5AB,76,DET_X5B,Marker,y_offset,tilt,0.0
GIRDER_5AB,78,VX5B,Kicker,y_offset,x_offset,0.0
GIRDER_5AB,78,VX5B,Kicker,y_offset,y_offset,1.0
GIRDER_5AB,78,VX5B,Kicker,y_offset,z_offset,0.0
GIRDER_5AB,78,VX5B,Kicker,y_offset,x_rot,0.0
GIRDER_5AB,78,VX5B,Kicker,y_offset,y_rot,0.0
GIRDER_5AB,78,VX5B,Kicker,y_offset,tilt,0.0
GIRDER_5AB,80,QX5B,Quadrupole,y_offset,x_offset,0.0
GIRDER_5AB,80,QX5B,Quadrupole,y_offset,y_offset,1.0
GIRDER_5AB,80,QX5B,Quadrupole,y_offset,z_offset,0.0
GIRDER_5AB,80,QX5B,Quadrupole,y_offset,x_rot,0.0
GIRDER_5AB,80,QX5B,Quadrupole,y_offset,y_rot,0.0
GIRDER_5AB,80,QX5B,Quadrupole,y_offset,tilt,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,y_offset,x_offset,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,y_offset,y_offset,1.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,y_offset,z_offset,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,y_offset,x_rot,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,y_offset,y_rot,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,y_offset,tilt,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,z_offset,x_offset,-0.039613993831066896
GIRDER_5AB,61,GIRDER_5AB_START,Marker,z_offset,y_offset,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,z_offset,z_offset,0.9992150576731972
GIRDER_5AB,61,GIRDER_5AB_START,Marker,z_offset,x_rot,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,z_offset,y_rot,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,z_offset,tilt,0.0
GIRDER_5AB,62,VX5A,Kicker,z_offset,x_offset,-0.039613993831066896
GIRDER_5AB,62,VX5A,Kicker,z_offset,y_offset,0.0
GIRDER_5AB,62,VX5A,Kicker,z_offset,z_offset,0.9992150576731972
GIRDER_5AB,62,VX5A,Kicker,z_offset,x_rot,0.0
GIRDER_5AB,62,VX5A,Kicker,z_offset,y_rot,0.0
GIRDER_5AB,62,VX5A,Kicker,z_offset,tilt,0.0
GIRDER_5AB,64,DET_IX5A,Marker,z_offset,x_offset,-0.039613993831066896
GIRDER_5AB,64,DET_IX5A,Marker,z_offset,y_offset,0.0
GIRDER_5AB,64,DET_IX5A,Marker,z_offset,z_offset,0.9992150576731972
GIRDER_5AB,64,DET_IX5A,Marker,z_offset,x_rot,0.0
GIRDER_5AB,64,DET_IX5A,Marker,z_offset,y_rot,0.0
GIRDER_5AB,64,DET_IX5A,Marker,z_offset,tilt,0.0
GIRDER_5AB,66,QX5A,Quadrupole,z_offset,x_offset,-0.039613993831066896
GIRDER_5AB,66,QX5A,Quadrupole,z_offset,y_offset,0.0
GIRDER_5AB,66,QX5A,Quadrupole,z_offset,z_offset,0.9992150576731972
GIRDER_5AB,66,QX5A,Quadrupole,z_offset,x_rot,0.0
GIRDER_5AB,66,QX5A,Quadrupole,z_offset,y_rot,0.0
GIRDER_5AB,66,QX5A,Quadrupole,z_offset,tilt,0.0
GIRDER_5AB,68,DET_X5A,Marker,z_offset,x_offset,-0.039613993831066896
GIRDER_5AB,68,DET_X5A,Marker,z_offset,y_offset,0.0
GIRDER_5AB,68,DET_X5A,Marker,z_offset,z_offset,0.9992150576731972
GIRDER_5AB,68,DET_X5A,Marker,z_offset,x_rot,0.0
GIRDER_5AB,68,DET_X5A,Marker,z_offset,y_rot,0.0
GIRDER_5AB,68,DET_X5A,Marker,z_offset,tilt,0.0
GIRDER_5AB,70,HX5A,Kicker,z_offset,x_offset,-0.039613993831066896
GIRDER_5AB,70,HX5A,Kicker,z_offset,y_offset,0.0
GIRDER_5AB,70,HX5A,Kicker,z_offset,z_offset,0.9992150576731972
GIRDER_5AB,70,HX5A,Kicker,z_offset,x_rot,0.0
GIRDER_5AB,70,HX5A,Kicker,z_offset,y_rot,0.0
GIRDER_5AB,70,HX5A,Kicker,z_offset,tilt,0.0
GIRDER_5AB,72,DQX5B,SBend,z_offset,x_offset,-0.0022248049791340208
GIRDER_5AB,72,DQX5B,SBend,z_offset,y_offset,0.0
GIRDER_5AB,72,DQX5B,SBend,z_offset,z_offset,0.9999975251195891
GIRDER_5AB,72,DQX5B,SBend,z_offset,x_rot,0.0
GIRDER_5AB,72,DQX5B,SBend,z_offset,y_rot,0.0
GIRDER_5AB,72,DQX5B,SBend,z_offset,tilt,0.0
GIRDER_5AB,74,HX5B,Kicker,z_offset,x_offset,0.03516749540466435
GIRDER_5AB,74,HX5B,Kicker,z_offset,y_offset,0.0
GIRDER_5AB,74,HX5B,Kicker,z_offset,z_offset,0.9993814323205895
GIRDER_5AB,74,HX5B,Kicker,z_offset,x_rot,0.0
GIRDER_5AB,74,HX5B,Kicker,z_offset,y_rot,0.0
GIRDER_5AB,74,HX5B,Kicker,z_offset,tilt,0.0
GIRDER_5AB,76,DET_X5B,Marker,z_offset,x_offset,0.03516749540466435
GIRDER_5AB,76,DET_X5B,Marker,z_offset,y_offset,0.0
GIRDER_5AB,76,DET_X5B,Marker,z_offset,z_offset,0.9993814323205895
GIRDER_5AB,76,DET_X5B,Marker,z_offset,x_rot,0.0
GIRDER_5AB,76,DET_X5B,Marker,z_offset,y_rot,0.0
GIRDER_5AB,76,DET_X5B,Marker,z_offset,tilt,0.0
GIRDER_5AB,78,VX5B,Kicker,z_offset,x_offset,0.03516749540466435
GIRDER_5AB,78,VX5B,Kicker,z_offset,y_offset,0.0
GIRDER_5AB,78,VX5B,Kicker,z_offset,z_offset,0.9993814323205895
GIRDER_5AB,78,VX5B,Kicker,z_offset,x_rot,0.0
GIRDER_5AB,78,VX5B,Kicker,z_offset,y_rot,0.0
GIRDER_5AB,78,VX5B,Kicker,z_offset,tilt,0.0
GIRDER_5AB,80,QX5B,Quadrupole,z_offset,x_offset,0.03516749540466435
GIRDER_5AB,80,QX5B,Quadrupole,z_offset,y_offset,0.0
GIRDER_5AB,80,QX5B,Quadrupole,z_offset,z_offset,0.9993814323205895
GIRDER_5AB,80,QX5B,Quadrupole,z_offset,x_rot,0.0
GIRDER_5AB,80,QX5B,Quadrupole,z_offset,y_rot,0.0
GIRDER_5AB,80,QX5B,Quadrupole,z_offset,tilt,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,z_offset,x_offset,0.03516749540466435
GIRDER_5AB,81,GIRDER_5AB_END,Marker,z_offset,y_offset,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,z_offset,z_offset,0.9993814323205895
GIRDER_5AB,81,GIRDER_5AB_END,Marker,z_offset,x_rot,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,z_offset,y_rot,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,z_offset,tilt,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_pitch,x_offset,-2.2662358210717715
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_pitch,y_offset,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_pitch,z_offset,-0.08984517529952996
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_pitch,x_rot,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_pitch,y_rot,1.0000000000046365
GIRDER_5AB,61,GIRDER_5AB_START,Marker,x_pitch,tilt,0.0
GIRDER_5AB,62,VX5A,Kicker,x_pitch,x_offset,-2.22813582107656
GIRDER_5AB,62,VX5A,Kicker,x_pitch,y_offset,0.0
GIRDER_5AB,62,VX5A,Kicker,x_pitch,z_offset,-0.08984517529952996
GIRDER_5AB,62,VX5A,Kicker,x_pitch,x_rot,0.0
GIRDER_5AB,62,VX5A,Kicker,x_pitch,y_rot,1.0000000000046365
GIRDER_5AB,62,VX5A,Kicker,x_pitch,tilt,0.0
GIRDER_5AB,64,DET_IX5A,Marker,x_pitch,x_offset,-2.078135821079186
GIRDER_5AB,64,DET_IX5A,Marker,x_pitch,y_offset,0.0
GIRDER_5AB,64,DET_IX5A,Marker,x_pitch,z_offset,-0.08984517552157456
GIRDER_5AB,64,DET_IX5A,Marker,x_pitch,x_rot,0.0
GIRDER_5AB,64,DET_IX5A,Marker,x_pitch,y_rot,1.0000000000046365
GIRDER_5AB,64,DET_IX5A,Marker,x_pitch,tilt,0.0
GIRDER_5AB,66,QX5A,Quadrupole,x_pitch,x_offset,-1.838135821080611
GIRDER_5AB,66,QX5A,Quadrupole,x_pitch,y_offset,0.0
GIRDER_5AB,66,QX5A,Quadrupole,x_pitch,z_offset,-0.08984517518850765
GIRDER_5AB,66,QX5A,Quadrupole,x_pitch,x_rot,0.0
GIRDER_5AB,66,QX5A,Quadrupole,x_pitch,y_rot,1.0000000000046365
GIRDER_5AB,66,QX5A,Quadrupole,x_pitch,tilt,0.0
GIRDER_5AB,68,DET_X5A,Marker,x_pitch,x_offset,-1.6231358210688769
GIRDER_5AB,68,DET_X5A,Marker,x_pitch,y_offset,0.0
GIRDER_5AB,68,DET_X5A,Marker,x_pitch,z_offset,-0.08984517518850765
GIRDER_5AB,68,DET_X5A,Marker,x_pitch,x_rot,0.0
GIRDER_5AB,68,DET_X5A,Marker,x_pitch,y_rot,1.0000000000046365
GIRDER_5AB,68,DET_X5A,Marker,x_pitch,tilt,0.0
GIRDER_5AB,70,HX5A,Kicker,x_pitch,x_offset,-1.4801358210747568
GIRDER_5AB,70,HX5A,Kicker,x_pitch,y_offset,0.0
GIRDER_5AB,70,HX5A,Kicker,x_pitch,z_offset,-0.08984517518850765
GIRDER_5AB,70,HX5A,Kicker,x_pitch,x_rot,0.0
GIRDER_5AB,70,HX5A,Kicker,x_pitch,y_rot,1.0000000000046365
GIRDER_5AB,70,HX5A,Kicker,x_pitch,tilt,0.0
GIRDER_5AB,72,DQX5B,SBend,x_pitch,x_offset,-0.13485563191140135
GIRDER_5AB,72,DQX5B,SBend,x_pitch,y_offset,0.0
GIRDER_5AB,72,DQX5B,SBend,x_pitch,z_offset,-0.06290048962243056
GIRDER_5AB,72,DQX5B,SBend,x_pitch,x_rot,0.0
GIRDER_5AB,72,DQX5B,SBend,x_pitch,y_rot,1.0000000000003
GIRDER_5AB,72,DQX5B,SBend,x_pitch,tilt,0.0
GIRDER_5AB,74,HX5B,Kicker,x_pitch,x_offset,1.354113161440573
GIRDER_5AB,74,HX5B,Kicker,x_pitch,y_offset,0.0
GIRDER_5AB,74,HX5B,Kicker,x_pitch,z_offset,-0.07976044502644442
GIRDER_5AB,74,HX5B,Kicker,x_pitch,x_rot,0.0
GIRDER_5AB,74,HX5B,Kicker,x_pitch,y_rot,0.9999999999942281
GIRDER_5AB,74,HX5B,Kicker,x_pitch,tilt,0.0
GIRDER_5AB,76,DET_X5B,Marker,x_pitch,x_offset,1.5426131614385001
GIRDER_5AB,76,DET_X5B,Marker,x_pitch,y_offset,0.0
GIRDER_5AB,76,DET_X5B,Marker,x_pitch,z_offset,-0.07976044502644442
GIRDER_5AB,76,DET_X5B,Marker,x_pitch,x_rot,0.0
GIRDER_5AB,76,DET_X5B,Marker,x_pitch,y_rot,0.9999999999942281
GIRDER_5AB,76,DET_X5B,Marker,x_pitch,tilt,0.0
GIRDER_5AB,78,VX5B,Kicker,x_pitch,x_offset,1.7116131614328118
GIRDER_5AB,78,VX5B,Kicker,x_pitch,y_offset,0.0
GIRDER_5AB,78,VX5B,Kicker,x_pitch,z_offset,-0.07976044513746672
GIRDER_5AB,78,VX5B,Kicker,x_pitch,x_rot,0.0
GIRDER_5AB,78,VX5B,Kicker,x_pitch,y_rot,0.9999999999942281
GIRDER_5AB,78,VX5B,Kicker,x_pitch,tilt,0.0
GIRDER_5AB,80,QX5B,Quadrupole,x_pitch,x_offset,2.0856131614302442
GIRDER_5AB,80,QX5B,Quadrupole,x_pitch,y_offset,0.0
GIRDER_5AB,80,QX5B,Quadrupole,x_pitch,z_offset,-0.07976044513746672
GIRDER_5AB,80,QX5B,Quadrupole,x_pitch,x_rot,0.0
GIRDER_5AB,80,QX5B,Quadrupole,x_pitch,y_rot,0.9999999999942281
GIRDER_5AB,80,QX5B,Quadrupole,x_pitch,tilt,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_pitch,x_offset,2.266613161432118
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_pitch,y_offset,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_pitch,z_offset,-0.07976044513746672
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_pitch,x_rot,0.0
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_pitch,y_rot,0.9999999999942281
GIRDER_5AB,81,GIRDER_5AB_END,Marker,x_pitch,tilt,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_pitch,x_offset,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_pitch,y_offset,-2.268016082881417
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_pitch,z_offset,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_pitch,x_rot,-0.999215057679139
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_pitch,y_rot,0.0
GIRDER_5AB,61,GIRDER_5AB_START,Marker,y_pitch,tilt,-0.03961399383141314
GIRDER_5AB,62,VX5A,Kicker,y_pitch,x_offset,0.0
GIRDER_5AB,62,VX5A,Kicker,y_pitch,y_offset,-2.229945989183848
GIRDER_5AB,62,VX5A,Kicker,y_pitch,z_offset,0.0
GIRDER_5AB,62,VX5A,Kicker,y_pitch,x_rot,-0.999215057679139
GIRDER_5AB,62,VX5A,Kicker,y_pitch,y_rot,0.0
GIRDER_5AB,62,VX5A,Kicker,y_pitch,tilt,-0.03961399383141314
GIRDER_5AB,64,DET_IX5A,Marker,y_pitch,x_offset,0.0
GIRDER_5AB,64,DET_IX5A,Marker,y_pitch,y_offset,-2.080063730532001
GIRDER_5AB,64,DET_IX5A,Marker,y_pitch,z_offset,0.0
GIRDER_5AB,64,DET_IX5A,Marker,y_pitch,x_rot,-0.999215057679139
GIRDER_5AB,64,DET_IX5A,Marker,y_pitch,y_rot,0.0
GIRDER_5AB,64,DET_IX5A,Marker,y_pitch,tilt,-0.03961399383141314
GIRDER_5AB,66,QX5A,Quadrupole,y_pitch,x_offset,0.0
GIRDER_5AB,66,QX5A,Quadrupole,y_pitch,y_offset,-1.8402521166890482
GIRDER_5AB,66,QX5A,Quadrupole,y_pitch,z_offset,0.0
GIRDER_5AB,66,QX5A,Quadrupole,y_pitch,x_rot,-0.999215057679139
GIRDER_5AB,66,QX5A,Quadrupole,y_pitch,y_rot,0.0
GIRDER_5AB,66,QX5A,Quadrupole,y_pitch,tilt,-0.03961399383141314
GIRDER_5AB,68,DET_X5A,Marker,y_pitch,x_offset,0.0
GIRDER_5AB,68,DET_X5A,Marker,y_pitch,y_offset,-1.62542087928807
GIRDER_5AB,68,DET_X5A,Marker,y_pitch,z_offset,0.0
GIRDER_5AB,68,DET_X5A,Marker,y_pitch,x_rot,-0.999215057679139
GIRDER_5AB,68,DET_X5A,Marker,y_pitch,y_rot,0.0
GIRDER_5AB,68,DET_X5A,Marker,y_pitch,tilt,-0.03961399383141314
GIRDER_5AB,70,HX5A,Kicker,y_pitch,x_offset,0.0
GIRDER_5AB,70,HX5A,Kicker,y_pitch,y_offset,-1.4825331260399772
GIRDER_5AB,70,HX5A,Kicker,y_pitch,z_offset,0.0
GIRDER_5AB,70,HX5A,Kicker,y_pitch,x_rot,-0.999215057679139
GIRDER_5AB,70,HX5A,Kicker,y_pitch,y_rot,0.0
GIRDER_5AB,70,HX5A,Kicker,y_pitch,tilt,-0.03961399383141314
GIRDER_5AB,72,DQX5B,SBend,y_pitch,x_offset,0.0
GIRDER_5AB,72,DQX5B,SBend,y_pitch,y_offset,-0.13494641323504722
GIRDER_5AB,72,DQX5B,SBend,y_pitch,z_offset,0.0
GIRDER_5AB,72,DQX5B,SBend,y_pitch,x_rot,-0.9999975251183398
GIRDER_5AB,72,DQX5B,SBend,y_pitch,y_rot,0.0
GIRDER_5AB,72,DQX5B,SBend,y_pitch,tilt,-0.002224804979233184
